Segment,Customer_ID,Product_ID,Discount Band,Units Sold,Manufacturing Price,Sale Price,Gross Sales,Discounts,Sales,COGS,Profit, Profit Value , Loss Value ,Date,Month,Quarter,Customer_Name,Product_Name,Country,Profit/Loss
Government,CUST_ID_043,PROD_ID_001,High,"1,249.00",5,20,"24,980.00",3247.4,"21,732.60","12,490.00","9,242.60"," 9,242.60 ",  ,16/04/2021,Apr,Q2,Sebastian Phillips,Montana,England,Profit
Government,CUST_ID_027,PROD_ID_002,High,"1,438.50",10,7,"10,069.50",1309.035,"8,760.47","7,192.50","1,567.97"," 1,567.97 ",  ,27/09/2021,Sep,Q3,Michael Hill,Paseo,England,Profit
Small Business,CUST_ID_069,PROD_ID_002,High,807,10,300,"242,100.00",31473,"210,627.00","201,750.00","8,877.00"," 8,877.00 ",  ,23/06/2022,Jun,Q2,Jackson Hill,Paseo,Germany,Profit
Government,CUST_ID_027,PROD_ID_002,High,"2,641.00",10,20,"52,820.00",6866.6,"45,953.40","26,410.00","19,543.40"," 19,543.40 ",  ,22/01/2022,Jan,Q1,Michael Hill,Paseo,England,Profit
Government,CUST_ID_072,PROD_ID_002,High,"2,708.00",10,20,"54,160.00",7040.8,"47,119.20","27,080.00","20,039.20"," 20,039.20 ",  ,27/10/2022,Oct,Q4,Emily Hill,Paseo,Japan,Profit
Government,CUST_ID_004,PROD_ID_002,High,"2,632.00",10,350,"921,200.00",119756,"801,444.00","684,320.00","117,124.00"," 117,124.00 ",  ,21/11/2021,Nov,Q4,Olivia Brown,Paseo,France,Profit
Enterprise,CUST_ID_122,PROD_ID_002,High,"1,583.00",10,125,"197,875.00",25723.75,"172,151.25","189,960.00","-17,808.75",  ," 17,808.75 ",24/10/2022,Oct,Q4,Mia Turner,Paseo,Canada,Loss
Channel Partners,CUST_ID_071,PROD_ID_002,High,571,10,12,"6,852.00",890.76,"5,961.24","1,713.00","4,248.24"," 4,248.24 ",  ,30/08/2021,Aug,Q3,Aiden Perez,Paseo,India,Profit
Government,CUST_ID_052,PROD_ID_002,High,"2,696.00",10,7,"18,872.00",2453.36,"16,418.64","13,480.00","2,938.64"," 2,938.64 ",  ,18/11/2022,Nov,Q4,Charlotte Martin,Paseo,France,Profit
Midmarket,CUST_ID_006,PROD_ID_002,High,"1,565.00",10,15,"23,475.00",3051.75,"20,423.25","15,650.00","4,773.25"," 4,773.25 ",  ,29/01/2022,Jan,Q1,Ava Davis,Paseo,Italy,Profit
Government,CUST_ID_004,PROD_ID_002,High,"1,249.00",10,20,"24,980.00",3247.4,"21,732.60","12,490.00","9,242.60"," 9,242.60 ",  ,27/12/2021,Dec,Q4,Olivia Brown,Paseo,France,Profit
Government,CUST_ID_072,PROD_ID_002,High,357,10,350,"124,950.00",16243.5,"108,706.50","92,820.00","15,886.50"," 15,886.50 ",  ,04/01/2021,Jan,Q1,Emily Hill,Paseo,Japan,Profit
Channel Partners,CUST_ID_014,PROD_ID_002,High,"1,013.00",10,12,"12,156.00",1580.28,"10,575.72","3,039.00","7,536.72"," 7,536.72 ",  ,18/11/2022,Nov,Q4,Charlotte White,Paseo,Italy,Profit
Midmarket,CUST_ID_150,PROD_ID_003,High,"3,997.50",120,15,"59,962.50",7795.125,"52,167.38","39,975.00","12,192.38"," 12,192.38 ",  ,22/12/2021,Dec,Q4,Harper Phillips,Velo,Italy,Profit
Government,CUST_ID_016,PROD_ID_003,High,"2,632.00",120,350,"921,200.00",119756,"801,444.00","684,320.00","117,124.00"," 117,124.00 ",  ,05/03/2022,Mar,Q1,Harper Davis,Velo,Japan,Profit
Government,CUST_ID_054,PROD_ID_003,High,"1,190.00",120,7,"8,330.00",1082.9,"7,247.10","5,950.00","1,297.10"," 1,297.10 ",  ,07/05/2021,May,Q2,Harper Wilson,Velo,Italy,Profit
Channel Partners,CUST_ID_124,PROD_ID_003,High,604,120,12,"7,248.00",942.24,"6,305.76","1,812.00","4,493.76"," 4,493.76 ",  ,10/09/2021,Sep,Q3,Charlotte Garcia,Velo,France,Profit
Channel Partners,CUST_ID_124,PROD_ID_003,High,410,120,12,"4,920.00",639.6,"4,280.40","1,230.00","3,050.40"," 3,050.40 ",  ,14/02/2022,Feb,Q1,Charlotte Garcia,Velo,France,Profit
Channel Partners,CUST_ID_114,PROD_ID_003,High,"1,013.00",120,12,"12,156.00",1580.28,"10,575.72","3,039.00","7,536.72"," 7,536.72 ",  ,17/08/2022,Aug,Q3,Harper Martin,Velo,Canada,Profit
Enterprise,CUST_ID_105,PROD_ID_004,High,"1,583.00",250,125,"197,875.00",25723.75,"172,151.25","189,960.00","-17,808.75",  ," 17,808.75 ",14/09/2021,Sep,Q3,Jackson Turner,VTT,USA,Loss
Midmarket,CUST_ID_137,PROD_ID_004,High,"1,565.00",250,15,"23,475.00",3051.75,"20,423.25","15,650.00","4,773.25"," 4,773.25 ",  ,21/06/2022,Jun,Q2,Samuel Turner,VTT,USA,Profit
Enterprise,CUST_ID_143,PROD_ID_006,High,"1,659.00",260,125,"207,375.00",26958.75,"180,416.25","199,080.00","-18,663.75",  ," 18,663.75 ",22/08/2021,Aug,Q3,Aiden Garcia,Amarilla,India,Loss
Government,CUST_ID_065,PROD_ID_006,High,"1,190.00",260,7,"8,330.00",1082.9,"7,247.10","5,950.00","1,297.10"," 1,297.10 ",  ,17/02/2022,Feb,Q1,Samuel Wilson,Amarilla,USA,Profit
Channel Partners,CUST_ID_076,PROD_ID_006,High,410,260,12,"4,920.00",639.6,"4,280.40","1,230.00","3,050.40"," 3,050.40 ",  ,22/01/2022,Jan,Q1,Charlotte Garcia,Amarilla,France,Profit
Government,CUST_ID_066,PROD_ID_005,High,"2,579.00",3,20,"51,580.00",7221.2,"44,358.80","25,790.00","18,568.80"," 18,568.80 ",  ,03/03/2021,Mar,Q1,Harper Turner,Carretera,Canada,Profit
Government,CUST_ID_057,PROD_ID_005,High,"1,743.00",3,20,"34,860.00",4880.4,"29,979.60","17,430.00","12,549.60"," 12,549.60 ",  ,21/09/2022,Sep,Q3,Jackson Hill,Carretera,USA,Profit
Government,CUST_ID_048,PROD_ID_005,High,280,3,7,"1,960.00",274.4,"1,685.60","1,400.00",285.6, 285.60 ,  ,07/11/2021,Nov,Q4,Sofia Turner,Carretera,Japan,Profit
Government,CUST_ID_059,PROD_ID_001,High,293,5,7,"2,051.00",287.14,"1,763.86","1,465.00",298.86, 298.86 ,  ,03/05/2021,May,Q2,Aiden Martin,Montana,England,Profit
Midmarket,CUST_ID_038,PROD_ID_002,High,278,10,15,"4,170.00",583.8,"3,586.20","2,780.00",806.2, 806.20 ,  ,23/09/2021,Sep,Q3,Amelia Wilson,Paseo,Italy,Profit
Government,CUST_ID_004,PROD_ID_002,High,"2,428.00",10,20,"48,560.00",6798.4,"41,761.60","24,280.00","17,481.60"," 17,481.60 ",  ,29/11/2021,Nov,Q4,Olivia Brown,Paseo,France,Profit
Midmarket,CUST_ID_026,PROD_ID_002,High,"1,767.00",10,15,"26,505.00",3710.7,"22,794.30","17,670.00","5,124.30"," 5,124.30 ",  ,20/02/2022,Feb,Q1,Avery Turner,Paseo,Canada,Profit
Channel Partners,CUST_ID_025,PROD_ID_002,High,"1,393.00",10,12,"16,716.00",2340.24,"14,375.76","4,179.00","10,196.76"," 10,196.76 ",  ,24/11/2021,Nov,Q4,Alexander Perez,Paseo,USA,Profit
Government,CUST_ID_056,PROD_ID_004,High,280,250,7,"1,960.00",274.4,"1,685.60","1,400.00",285.6, 285.60 ,  ,24/10/2021,Oct,Q4,Amelia Perez,VTT,Japan,Profit
Channel Partners,CUST_ID_083,PROD_ID_006,High,"1,393.00",260,12,"16,716.00",2340.24,"14,375.76","4,179.00","10,196.76"," 10,196.76 ",  ,30/11/2022,Nov,Q4,Aiden Anderson,Amarilla,England,Profit
Small Business,CUST_ID_011,PROD_ID_005,High,801,3,300,"240,300.00",33642,"206,658.00","200,250.00","6,408.00"," 6,408.00 ",  ,10/02/2021,Feb,Q1,Benjamin Martinez,Carretera,England,Profit
Small Business,CUST_ID_146,PROD_ID_005,High,"1,496.00",3,300,"448,800.00",62832,"385,968.00","374,000.00","11,968.00"," 11,968.00 ",  ,26/02/2021,Feb,Q1,Mia Turner,Carretera,Canada,Profit
Small Business,CUST_ID_134,PROD_ID_005,High,"1,010.00",3,300,"303,000.00",42420,"260,580.00","252,500.00","8,080.00"," 8,080.00 ",  ,25/04/2022,Apr,Q2,Mia Hill,Carretera,Italy,Profit
Midmarket,CUST_ID_107,PROD_ID_005,High,"1,513.00",3,15,"22,695.00",3177.3,"19,517.70","15,130.00","4,387.70"," 4,387.70 ",  ,24/02/2021,Feb,Q1,Aiden Hill,Carretera,England,Profit
Midmarket,CUST_ID_090,PROD_ID_005,High,"2,300.00",3,15,"34,500.00",4830,"29,670.00","23,000.00","6,670.00"," 6,670.00 ",  ,03/06/2022,Jun,Q2,Harper Martin,Carretera,Canada,Profit
Government,CUST_ID_043,PROD_ID_001,High,"2,227.50",5,350,"779,625.00",109147.5,"670,477.50","579,150.00","91,327.50"," 91,327.50 ",  ,13/05/2021,May,Q2,Sebastian Phillips,Montana,England,Profit
Government,CUST_ID_037,PROD_ID_001,High,"1,199.00",5,350,"419,650.00",58751,"360,899.00","311,740.00","49,159.00"," 49,159.00 ",  ,01/07/2021,Jul,Q3,Henry Martinez,Montana,Germany,Profit
Government,CUST_ID_043,PROD_ID_001,High,200,5,350,"70,000.00",9800,"60,200.00","52,000.00","8,200.00"," 8,200.00 ",  ,17/08/2022,Aug,Q3,Sebastian Phillips,Montana,England,Profit
Government,CUST_ID_043,PROD_ID_001,High,388,5,7,"2,716.00",380.24,"2,335.76","1,940.00",395.76, 395.76 ,  ,08/10/2022,Oct,Q4,Sebastian Phillips,Montana,England,Profit
Midmarket,CUST_ID_131,PROD_ID_001,High,"2,300.00",5,15,"34,500.00",4830,"29,670.00","23,000.00","6,670.00"," 6,670.00 ",  ,04/02/2022,Feb,Q1,Aiden Hill,Montana,England,Profit
Government,CUST_ID_040,PROD_ID_002,High,260,10,20,"5,200.00",728,"4,472.00","2,600.00","1,872.00"," 1,872.00 ",  ,23/09/2021,Sep,Q3,Abigail Lewis,Paseo,Japan,Profit
Channel Partners,CUST_ID_005,PROD_ID_002,High,"2,914.00",10,12,"34,968.00",4895.52,"30,072.48","8,742.00","21,330.48"," 21,330.48 ",  ,26/11/2022,Nov,Q4,Liam Jones,Paseo,Germany,Profit
Government,CUST_ID_052,PROD_ID_002,High,"1,731.00",10,7,"12,117.00",1696.38,"10,420.62","8,655.00","1,765.62"," 1,765.62 ",  ,17/12/2021,Dec,Q4,Charlotte Martin,Paseo,France,Profit
Government,CUST_ID_004,PROD_ID_002,High,700,10,350,"245,000.00",34300,"210,700.00","182,000.00","28,700.00"," 28,700.00 ",  ,10/07/2021,Jul,Q3,Olivia Brown,Paseo,France,Profit
Government,CUST_ID_027,PROD_ID_002,High,"1,177.00",10,350,"411,950.00",57673,"354,277.00","306,020.00","48,257.00"," 48,257.00 ",  ,13/12/2021,Dec,Q4,Michael Hill,Paseo,England,Profit
Enterprise,CUST_ID_030,PROD_ID_003,High,"1,575.00",120,125,"196,875.00",27562.5,"169,312.50","189,000.00","-19,687.50",  ," 19,687.50 ",08/10/2022,Oct,Q4,Sophia Turner,Velo,Italy,Loss
Government,CUST_ID_041,PROD_ID_003,High,606,120,20,"12,120.00",1696.8,"10,423.20","6,060.00","4,363.20"," 4,363.20 ",  ,14/09/2022,Sep,Q3,Aiden Clark,Velo,USA,Profit
Small Business,CUST_ID_086,PROD_ID_003,High,"2,460.00",120,300,"738,000.00",103320,"634,680.00","615,000.00","19,680.00"," 19,680.00 ",  ,20/01/2021,Jan,Q1,Mia Hill,Velo,Italy,Profit
Government,CUST_ID_034,PROD_ID_004,High,"2,903.00",250,7,"20,321.00",2844.94,"17,476.06","14,515.00","2,961.06"," 2,961.06 ",  ,07/02/2022,Feb,Q1,Charlotte Davis,VTT,Canada,Profit
Small Business,CUST_ID_075,PROD_ID_004,High,"2,541.00",250,300,"762,300.00",106722,"655,578.00","635,250.00","20,328.00"," 20,328.00 ",  ,09/07/2021,Jul,Q3,Logan Martin,VTT,England,Profit
Small Business,CUST_ID_063,PROD_ID_004,High,"1,496.00",250,300,"448,800.00",62832,"385,968.00","374,000.00","11,968.00"," 11,968.00 ",  ,25/08/2022,Aug,Q3,Logan Clark,VTT,India,Profit
Small Business,CUST_ID_075,PROD_ID_004,High,"1,010.00",250,300,"303,000.00",42420,"260,580.00","252,500.00","8,080.00"," 8,080.00 ",  ,16/05/2022,May,Q2,Logan Martin,VTT,England,Profit
Small Business,CUST_ID_128,PROD_ID_006,High,888,260,300,"266,400.00",37296,"229,104.00","222,000.00","7,104.00"," 7,104.00 ",  ,06/11/2021,Nov,Q4,Amelia Hill,Amarilla,Japan,Profit
Enterprise,CUST_ID_148,PROD_ID_006,High,"2,844.00",260,125,"355,500.00",49770,"305,730.00","341,280.00","-35,550.00",  ," 35,550.00 ",19/09/2021,Sep,Q3,Charlotte Garcia,Amarilla,France,Loss
Channel Partners,CUST_ID_083,PROD_ID_006,High,"2,475.00",260,12,"29,700.00",4158,"25,542.00","7,425.00","18,117.00"," 18,117.00 ",  ,10/06/2021,Jun,Q2,Aiden Anderson,Amarilla,England,Profit
Channel Partners,CUST_ID_018,PROD_ID_006,High,"2,914.00",260,12,"34,968.00",4895.52,"30,072.48","8,742.00","21,330.48"," 21,330.48 ",  ,16/06/2022,Jun,Q2,Amelia Garcia,Amarilla,Canada,Profit
Government,CUST_ID_065,PROD_ID_006,High,"1,731.00",260,7,"12,117.00",1696.38,"10,420.62","8,655.00","1,765.62"," 1,765.62 ",  ,18/04/2021,Apr,Q2,Samuel Wilson,Amarilla,USA,Profit
Enterprise,CUST_ID_085,PROD_ID_005,High,"1,174.00",3,125,"146,750.00",22012.5,"124,737.50","140,880.00","-16,142.50",  ," 16,142.50 ",02/06/2022,Jun,Q2,Benjamin Garcia,Carretera,Germany,Loss
Enterprise,CUST_ID_058,PROD_ID_005,High,"2,767.00",3,125,"345,875.00",51881.25,"293,993.75","332,040.00","-38,046.25",  ," 38,046.25 ",31/12/2022,Dec,Q4,Abigail Phillips,Carretera,Canada,Loss
Enterprise,CUST_ID_058,PROD_ID_005,High,"1,085.00",3,125,"135,625.00",20343.75,"115,281.25","130,200.00","-14,918.75",  ," 14,918.75 ",18/06/2022,Jun,Q2,Abigail Phillips,Carretera,Canada,Loss
Small Business,CUST_ID_050,PROD_ID_001,High,546,5,300,"163,800.00",24570,"139,230.00","136,500.00","2,730.00"," 2,730.00 ",  ,14/01/2022,Jan,Q1,Mia Hill,Montana,Canada,Profit
Government,CUST_ID_072,PROD_ID_002,High,"1,158.00",10,20,"23,160.00",3474,"19,686.00","11,580.00","8,106.00"," 8,106.00 ",  ,18/05/2022,May,Q2,Emily Hill,Paseo,Japan,Profit
Midmarket,CUST_ID_006,PROD_ID_002,High,"1,614.00",10,15,"24,210.00",3631.5,"20,578.50","16,140.00","4,438.50"," 4,438.50 ",  ,10/10/2022,Oct,Q4,Ava Davis,Paseo,Italy,Profit
Government,CUST_ID_040,PROD_ID_002,High,"2,535.00",10,7,"17,745.00",2661.75,"15,083.25","12,675.00","2,408.25"," 2,408.25 ",  ,21/03/2022,Mar,Q1,Abigail Lewis,Paseo,Japan,Profit
Government,CUST_ID_040,PROD_ID_002,High,"2,851.00",10,350,"997,850.00",149677.5,"848,172.50","741,260.00","106,912.50"," 106,912.50 ",  ,13/03/2021,Mar,Q1,Abigail Lewis,Paseo,Japan,Profit
Midmarket,CUST_ID_006,PROD_ID_002,High,"2,559.00",10,15,"38,385.00",5757.75,"32,627.25","25,590.00","7,037.25"," 7,037.25 ",  ,06/10/2022,Oct,Q4,Ava Davis,Paseo,Italy,Profit
Enterprise,CUST_ID_023,PROD_ID_002,High,"1,085.00",10,125,"135,625.00",20343.75,"115,281.25","130,200.00","-14,918.75",  ," 14,918.75 ",30/12/2021,Dec,Q4,Sebastian Lee,Paseo,India,Loss
Midmarket,CUST_ID_038,PROD_ID_002,High,"1,175.00",10,15,"17,625.00",2643.75,"14,981.25","11,750.00","3,231.25"," 3,231.25 ",  ,16/07/2021,Jul,Q3,Amelia Wilson,Paseo,Italy,Profit
Channel Partners,CUST_ID_005,PROD_ID_002,High,914,10,12,"10,968.00",1645.2,"9,322.80","2,742.00","6,580.80"," 6,580.80 ",  ,16/11/2021,Nov,Q4,Liam Jones,Paseo,Germany,Profit
Government,CUST_ID_052,PROD_ID_002,High,293,10,20,"5,860.00",879,"4,981.00","2,930.00","2,051.00"," 2,051.00 ",  ,15/10/2021,Oct,Q4,Charlotte Martin,Paseo,France,Profit
Channel Partners,CUST_ID_124,PROD_ID_003,High,500,120,12,"6,000.00",900,"5,100.00","1,500.00","3,600.00"," 3,600.00 ",  ,07/02/2022,Feb,Q1,Charlotte Garcia,Velo,France,Profit
Midmarket,CUST_ID_150,PROD_ID_003,High,"2,826.00",120,15,"42,390.00",6358.5,"36,031.50","28,260.00","7,771.50"," 7,771.50 ",  ,13/11/2022,Nov,Q4,Harper Phillips,Velo,Italy,Profit
Enterprise,CUST_ID_053,PROD_ID_003,High,663,120,125,"82,875.00",12431.25,"70,443.75","79,560.00","-9,116.25",  ," 9,116.25 ",19/04/2021,Apr,Q2,Samuel Hill,Velo,Germany,Loss
Channel Partners,CUST_ID_132,PROD_ID_003,High,914,120,12,"10,968.00",1645.2,"9,322.80","2,742.00","6,580.80"," 6,580.80 ",  ,12/05/2022,May,Q2,Emily Martin,Velo,France,Profit
Government,CUST_ID_055,PROD_ID_004,High,865.5,250,20,"17,310.00",2596.5,"14,713.50","8,655.00","6,058.50"," 6,058.50 ",  ,24/06/2022,Jun,Q2,Henry Turner,VTT,India,Profit
Midmarket,CUST_ID_039,PROD_ID_004,High,492,250,15,"7,380.00",1107,"6,273.00","4,920.00","1,353.00"," 1,353.00 ",  ,15/10/2021,Oct,Q4,Jackson Turner,VTT,India,Profit
Midmarket,CUST_ID_039,PROD_ID_004,High,"1,175.00",250,15,"17,625.00",2643.75,"14,981.25","11,750.00","3,231.25"," 3,231.25 ",  ,09/04/2022,Apr,Q2,Jackson Turner,VTT,India,Profit
Enterprise,CUST_ID_130,PROD_ID_004,High,552,250,125,"69,000.00",10350,"58,650.00","66,240.00","-7,590.00",  ," 7,590.00 ",27/12/2022,Dec,Q4,Abigail Phillips,VTT,Canada,Loss
Government,CUST_ID_008,PROD_ID_004,High,293,250,20,"5,860.00",879,"4,981.00","2,930.00","2,051.00"," 2,051.00 ",  ,10/12/2021,Dec,Q4,Isabella Wilson,VTT,Japan,Profit
Small Business,CUST_ID_149,PROD_ID_006,High,"2,475.00",260,300,"742,500.00",111375,"631,125.00","618,750.00","12,375.00"," 12,375.00 ",  ,28/03/2021,Mar,Q1,Samuel Hill,Amarilla,Germany,Profit
Small Business,CUST_ID_127,PROD_ID_006,High,546,260,300,"163,800.00",24570,"139,230.00","136,500.00","2,730.00"," 2,730.00 ",  ,16/12/2021,Dec,Q4,Henry Martin,Amarilla,India,Profit
Government,CUST_ID_049,PROD_ID_001,High,"1,368.00",5,7,"9,576.00",1436.4,"8,139.60","6,840.00","1,299.60"," 1,299.60 ",  ,22/04/2022,Apr,Q2,Elijah Perez,Montana,USA,Profit
Government,CUST_ID_004,PROD_ID_002,High,723,10,7,"5,061.00",759.15,"4,301.85","3,615.00",686.85, 686.85 ,  ,28/01/2022,Jan,Q1,Olivia Brown,Paseo,France,Profit
Channel Partners,CUST_ID_147,PROD_ID_004,High,"1,806.00",250,12,"21,672.00",3250.8,"18,421.20","5,418.00","13,003.20"," 13,003.20 ",  ,19/03/2021,Mar,Q1,Logan Martin,VTT,England,Profit
